"","TAIR","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","Log2fc_.leaf_FLT.v.leaf_GC.","Log2fc_.leaf_FLT.v.root_FLT.","Log2fc_.leaf_FLT.v.root_GC.","Log2fc_.leaf_GC.v.root_FLT.","Log2fc_.leaf_GC.v.root_GC.","Log2fc_.root_FLT.v.root_GC.","Log2fc_.leaf_GC.v.leaf_FLT.","Log2fc_.root_FLT.v.leaf_FLT.","Log2fc_.root_GC.v.leaf_FLT.","Log2fc_.root_FLT.v.leaf_GC.","Log2fc_.root_GC.v.leaf_GC.","Log2fc_.root_GC.v.root_FLT."
"2630","AT4G02090",NA,NA,"NM_116441",827380,NA,NA,-6.303269126,-0.636300611,-6.738958963,5.666968515,-0.435689837,-6.102658352,6.303269126,0.636300611,6.738958963,-5.666968515,0.435689837,6.102658352
"2631","AT4G02100",NA,NA,"NM_116442",828142,NA,"GO:0006457, GO:0006950, GO:0008152, GO:0019538, GO:0044238, GO:0050896",-0.596760311,-0.076069629,-0.752297126,0.520690682,-0.155536815,-0.676227497,0.596760311,0.076069629,0.752297126,-0.520690682,0.155536815,0.676227497
"2632","AT4G02110",NA,NA,"NM_001340361",828135,NA,"GO:0003676, GO:0005488, GO:0006139, GO:0006259, GO:0006260, GO:0006325, GO:0006996, GO:0007049, GO:0008152, GO:0009987, GO:0016043, GO:0044238",0.300076315,0.164778575,0.132448256,-0.13529774,-0.167628058,-0.032330319,-0.300076315,-0.164778575,-0.132448256,0.13529774,0.167628058,0.032330319
"2633","AT4G02130","GATL6","Encodes a protein with  putative galacturonosyltransferase activity.","NM_001036496",827438,"3702.AT4G02130.1","GO:0003824, GO:0005622, GO:0005737, GO:0005794, GO:0005975, GO:0005976, GO:0008152, GO:0009058, GO:0016740, GO:0016757, GO:0043226, GO:0044238, GO:0044464",1.709667653,-0.446814569,1.541422333,-2.156482222,-0.16824532,1.988236902,-1.709667653,0.446814569,-1.541422333,2.156482222,0.16824532,-1.988236902
"2634","AT4G02280","ATSUS3","Encodes a protein with sucrose synthase activity (SUS3). It appears to be important for sucrose metabolism in developing seeds, especially during the late maturation phase, about 18 days after flowering.","NM_116461",828081,"3702.AT4G02280.1","GO:0003824, GO:0005975, GO:0005976, GO:0008152, GO:0016740, GO:0016757, GO:0016779, GO:0016787, GO:0016788, GO:0016791, GO:0019203, GO:0044238",-3.844607417,0.218486574,-3.558528092,4.063093991,0.286079325,-3.777014666,3.844607417,-0.218486574,3.558528092,-4.063093991,-0.286079325,3.777014666
"2635","AT4G02330","AtPME41",NA,"NM_116466",828064,NA,"GO:0003824, GO:0004857, GO:0008152, GO:0016787, GO:0016788, GO:0030234, GO:0044464, GO:0050789, GO:0050790, GO:0065007, GO:0065009",3.338479941,0.548772618,2.86226849,-2.789707323,-0.476211451,2.313495872,-3.338479941,-0.548772618,-2.86226849,2.789707323,0.476211451,-2.313495872
"2636","AT4G02430","At-SR34b",NA,"NM_001340375",828027,NA,NA,-0.739111021,0.098756682,-0.735246042,0.837867703,0.003864979,-0.834002724,0.739111021,-0.098756682,0.735246042,-0.837867703,-0.003864979,0.834002724
"2637","AT4G02440","EID1","EID1 is an F-box protein that functions as a negative regulator in phytochrome A (phyA)-specific light signalling. Expressed at all stages of plant development independently of light conditions, localizes to the nucleus,  and forms nuclear speckles under continuous far-red light. Forms stable dimeric and trimeric complexes with several ASK proteins and Cullin1 in yeast and in planta.","NM_116477",828008,"3702.AT4G02440.1",NA,0.97900263,0.593042929,1.194947044,-0.385959701,0.215944414,0.601904115,-0.97900263,-0.593042929,-1.194947044,0.385959701,-0.215944414,-0.601904115
"2638","AT4G02460","AtPMS1","Encodes a protein similar to PMS1 in yeast, a member of the family of eukaryotic MutL homologs. The protein appears to play a role in DNA mismatch repair and in the suppression of somatic homeologous recombination.","NM_001340378",827997,NA,"GO:0003676, GO:0003677, GO:0003697, GO:0003824, GO:0005488, GO:0005622, GO:0006139, GO:0006259, GO:0006281, GO:0006796, GO:0006807, GO:0006950, GO:0008152, GO:0009056, GO:0009987, GO:0016462, GO:0016787, GO:0032991, GO:0043234, GO:0044238, GO:0044464, GO:0050896",0.225775917,-0.078308653,0.167953812,-0.304084571,-0.057822105,0.246262466,-0.225775917,0.078308653,-0.167953812,0.304084571,0.057822105,-0.246262466
"2639","AT4G02610",NA,NA,"NM_116495",828226,NA,"GO:0003824, GO:0005488, GO:0005622, GO:0005737, GO:0006520, GO:0006807, GO:0008152, GO:0008652, GO:0009058, GO:0009536, GO:0009987, GO:0016829, GO:0016836, GO:0043226, GO:0044238, GO:0044464",-0.01521572,0.328608191,0.146822242,0.343823911,0.162037962,-0.181785949,0.01521572,-0.328608191,-0.146822242,-0.343823911,-0.162037962,0.181785949
"2640","AT4G02630",NA,NA,"NM_116497",828217,NA,NA,0.186976225,-0.542852018,0.185733161,-0.729828244,-0.001243064,0.728585179,-0.186976225,0.542852018,-0.185733161,0.729828244,0.001243064,-0.728585179
"2641","AT4G02730","AtWDR5b",NA,"NM_116507",828189,NA,NA,-0.473562647,0.095988064,-0.494942263,0.569550711,-0.021379616,-0.590930326,0.473562647,-0.095988064,0.494942263,-0.569550711,0.021379616,0.590930326
"2642","AT4G02740",NA,NA,"NM_001340398",828188,NA,"",-0.105685686,0.256611686,-0.093954839,0.362297372,0.011730846,-0.350566525,0.105685686,-0.256611686,0.093954839,-0.362297372,-0.011730846,0.350566525
"2643","AT4G02800",NA,NA,"NM_116514",828171,NA,NA,0.516915254,0.336645741,0.45926324,-0.180269513,-0.057652014,0.1226175,-0.516915254,-0.336645741,-0.45926324,0.180269513,0.057652014,-0.1226175
"2644","AT4G02980","ABP","Auxin binding protein involved in cell elongation and cell division. ABP1 is ubiquitinated in vitro and in planta by AtRma2.","NM_116532",828120,"3702.AT4G02980.1","GO:0000910, GO:0005488, GO:0006139, GO:0006259, GO:0006260, GO:0006807, GO:0007049, GO:0008152, GO:0009058, GO:0009653, GO:0009987, GO:0016043, GO:0016049, GO:0019219, GO:0032502, GO:0032989, GO:0040007, GO:0044238, GO:0050789, GO:0051726, GO:0065007, GO:0071840",-0.078645202,-0.002419098,0.0809221,0.076226104,0.159567302,0.083341198,0.078645202,0.002419098,-0.0809221,-0.076226104,-0.159567302,-0.083341198
"2645","AT4G02990","BSM",NA,"NM_001340410",828116,"3702.AT4G02990.1",NA,2.472278253,-0.192496539,2.547428765,-2.664774792,0.075150512,2.739925304,-2.472278253,0.192496539,-2.547428765,2.664774792,-0.075150512,-2.739925304
"2646","AT4G03090","AtNDX",NA,"NM_001340418",828094,NA,NA,0.041432961,-0.346595444,0.011010095,-0.388028405,-0.030422867,0.357605538,-0.041432961,0.346595444,-0.011010095,0.388028405,0.030422867,-0.357605538
"2647","AT4G03100",NA,NA,"NM_116544",828092,NA,"GO:0005198, GO:0005200, GO:0005622, GO:0005856, NA",-0.236191049,-0.222694168,-0.219990636,0.013496881,0.016200413,0.002703531,0.236191049,0.222694168,0.219990636,-0.013496881,-0.016200413,-0.002703531
"2648","AT4G03120",NA,NA,"NM_116546",828071,NA,"GO:0000375, GO:0000398, GO:0003676, GO:0003723, GO:0005488, GO:0005622, GO:0005634, GO:0006139, GO:0006397, GO:0006807, GO:0008152, GO:0008380, GO:0009987, GO:0016043, GO:0016070, GO:0030529, GO:0032991, GO:0043226, GO:0044085, GO:0044238, GO:0044464, GO:0071840",-0.049964503,0.022100478,0.031472636,0.072064981,0.081437138,0.009372158,0.049964503,-0.022100478,-0.031472636,-0.072064981,-0.081437138,-0.009372158
"2649","AT4G03180",NA,NA,"NM_001340433",828047,NA,"GO:0005622, GO:0005634, GO:0006139, GO:0006807, GO:0008152, GO:0009987, GO:0016070, GO:0016072, GO:0043226, GO:0044085, GO:0044238, GO:0044464, GO:0071840",-0.020406012,-0.22235889,-0.088605032,-0.201952877,-0.06819902,0.133753858,0.020406012,0.22235889,0.088605032,0.201952877,0.06819902,-0.133753858
"2650","AT4G03205","hemf2",NA,"NM_116557",828029,NA,"GO:0003824, GO:0006732, GO:0006778, GO:0008152, GO:0016491, GO:0006807",0.627408915,0.092829827,0.677469593,-0.534579088,0.050060678,0.584639766,-0.627408915,-0.092829827,-0.677469593,0.534579088,-0.050060678,-0.584639766
"2651","AT4G03240","ATFH","Encodes AtFH, a frataxin homolog.  Frataxin is required for the biogenesis of mitochondria in different organisms.  AtFH knock-out mutants are lethal.  Required for full activity of mitochondrial Fe-S proteins.  Deficiency of AtFH induces oxidative stress.","NM_116562",828013,"3702.AT4G03240.1","GO:0003824, GO:0005215, GO:0008324, GO:0016301, GO:0016740, GO:0022857, NA",-0.513999879,-0.034260452,-0.288936961,0.479739427,0.225062918,-0.254676509,0.513999879,0.034260452,0.288936961,-0.479739427,-0.225062918,0.254676509
"2652","AT4G03320","AtTic20-IV",NA,"NM_116570",827972,NA,NA,-1.912982065,-0.198263426,-1.788507299,1.714718639,0.124474766,-1.590243873,1.912982065,0.198263426,1.788507299,-1.714718639,-0.124474766,1.590243873
"2653","AT4G03340",NA,NA,"NM_001340444",827969,NA,"GO:0003824, GO:0005975, GO:0005976, GO:0006464, GO:0006486, GO:0008152, GO:0016740, GO:0016757, GO:0019538, GO:0044238, NA",-2.087318206,0.188133231,-2.014420617,2.275451437,0.072897589,-2.202553848,2.087318206,-0.188133231,2.014420617,-2.275451437,-0.072897589,2.202553848
"2654","AT4G03400","DFL2","Encodes a GH3-related gene involved in red light-specific hypocotyl elongation.  Analysis of sense and antisense transgenic plants suggests that DFL2 is located downstream of red light signal transduction and determines the degree of hypocotyl elongation.","NM_001340446",827938,"3702.AT4G03400.1",NA,1.980478039,-1.307301074,1.747326873,-3.287779113,-0.233151165,3.054627947,-1.980478039,1.307301074,-1.747326873,3.287779113,0.233151165,-3.054627947
"2655","AT4G03585",NA,NA,NA,NA,NA,"",1.141387472,-0.399412883,1.155836248,-1.540800356,0.014448775,1.555249131,-1.141387472,0.399412883,-1.155836248,1.540800356,-0.014448775,-1.555249131
"2656","AT4G03610",NA,NA,"NM_001203741",825661,NA,NA,-4.411264084,0.656542919,-4.556275319,5.067807003,-0.145011235,-5.212818238,4.411264084,-0.656542919,4.556275319,-5.067807003,0.145011235,5.212818238
"2657","AT4G03960","AtPFA-DSP4",NA,"NM_116634",825706,NA,NA,-0.203816701,-0.189404103,0.05303131,0.014412598,0.256848011,0.242435413,0.203816701,0.189404103,-0.05303131,-0.014412598,-0.256848011,-0.242435413
"2658","AT4G04020","FIB","Fibrillin precursor protein. The fibrillin preprotein, but not the mature protein interacts with ABI2. Regulated by abscisic acid response regulators. Involved in abscisic acid-mediated photoprotection.","NM_116640",825714,"3702.AT4G04020.1",NA,3.200526895,-1.253365153,3.423396419,-4.453892048,0.222869524,4.676761572,-3.200526895,1.253365153,-3.423396419,4.453892048,-0.222869524,-4.676761572
"2659","AT4G04040","MEE51",NA,"NM_116642",825716,"3702.AT4G04040.1","GO:0003824, GO:0005975, GO:0005996, GO:0006096, GO:0008152, GO:0016301, GO:0016740, GO:0019200, GO:0044238, GO:0006091",2.070459821,-0.066612606,2.356769345,-2.137072428,0.286309524,2.423381951,-2.070459821,0.066612606,-2.356769345,2.137072428,-0.286309524,-2.423381951
"2660","AT4G04350","EMB2369",NA,"NM_116673",825755,"3702.AT4G04350.1","GO:0003824, GO:0004812, GO:0005622, GO:0005737, GO:0005829, GO:0006139, GO:0006399, GO:0006412, GO:0006418, GO:0006520, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016070, GO:0016874, GO:0019538, GO:0044238, GO:0044464",3.160224324,-0.041656064,3.020135149,-3.201880387,-0.140089175,3.061791213,-3.160224324,0.041656064,-3.020135149,3.201880387,0.140089175,-3.061791213
"2661","AT4G04614",NA,NA,"NM_001036506",3770064,NA,NA,0.255530676,0.152236554,0.290205729,-0.103294122,0.034675054,0.137969176,-0.255530676,-0.152236554,-0.290205729,0.103294122,-0.034675054,-0.137969176
"2662","AT4G04620","ATG8B",NA,"NM_001340494",825794,"3702.AT4G04620.1","GO:0006950, GO:0007154, GO:0009605, GO:0009987, GO:0050896",-0.247563628,0.301046245,0.128598597,0.548609873,0.376162225,-0.172447648,0.247563628,-0.301046245,-0.128598597,-0.548609873,-0.376162225,0.172447648
"2663","AT4G04670",NA,NA,"NM_116705",825800,NA,"GO:0003824, GO:0008168, GO:0016740, GO:0008152",-0.401961429,0.020077384,-0.468440373,0.422038813,-0.066478944,-0.488517757,0.401961429,-0.020077384,0.468440373,-0.422038813,0.066478944,0.488517757
"2664","AT4G04695","CPK31","member of Calcium Dependent Protein Kinase. Involved in response to salicylic acid.","NM_148230",825804,"3702.AT4G04695.1","GO:0003824, GO:0004672, GO:0005488, GO:0005515, GO:0005516, GO:0005622, GO:0005634, GO:0005737, GO:0006464, GO:0006468, GO:0006796, GO:0007154, GO:0007165, GO:0008152, GO:0009719, GO:0009987, GO:0016301, GO:0016740, GO:0019538, GO:0035556, GO:0043226, GO:0044238, GO:0044464, GO:0050789, GO:0050896, GO:0065007, NA",0.44204404,0.79720414,0.371269681,0.355160101,-0.070774358,-0.425934459,-0.44204404,-0.79720414,-0.371269681,-0.355160101,0.070774358,0.425934459
"2665","AT4G04700","CPK27","member of Calcium Dependent Protein Kinase","NM_116708",825805,"3702.AT4G04700.1","GO:0003824, GO:0004672, GO:0005488, GO:0005515, GO:0005516, GO:0005622, GO:0005634, GO:0005737, GO:0006464, GO:0006468, GO:0006796, GO:0007154, GO:0007165, GO:0008152, GO:0009719, GO:0009987, GO:0016301, GO:0016740, GO:0019538, GO:0035556, GO:0043226, GO:0044238, GO:0044464, GO:0050789, GO:0050896, GO:0065007, NA",-0.128965123,0.319791909,-0.417623583,0.448757032,-0.288658459,-0.737415491,0.128965123,-0.319791909,0.417623583,-0.448757032,0.288658459,0.737415491
"2666","AT4G04745",NA,NA,"NM_148231",825810,NA,NA,-6.422782253,-0.180755761,-6.399893464,6.242026492,0.022888789,-6.219137702,6.422782253,0.180755761,6.399893464,-6.242026492,-0.022888789,6.219137702
"2667","AT4G04750",NA,NA,"NM_001340507",825811,NA,"GO:0005215, GO:0006810, GO:0006811, GO:0006812, GO:0008324, GO:0008643, GO:0009987, GO:0015144, GO:0022857, GO:0051179",0.142813569,-0.280508474,-0.055279762,-0.423322042,-0.198093331,0.225228712,-0.142813569,0.280508474,0.055279762,0.423322042,0.198093331,-0.225228712
"2668","AT4G04780","MED21","Encodes the med21 subunit of the mediator complex which is involved in transcriptional regulation. MED21 interacts physically with the E3 ligase HUB1 and this interaction may be important in mediation defense responses to fungal pathogens.","NM_116716",825815,"3702.AT4G04780.1","GO:0000988, GO:0000989, GO:0001076, GO:0003712, GO:0005488, GO:0005515, GO:0005622, GO:0005634, GO:0005654, GO:0006139, GO:0006351, GO:0006357, GO:0006366, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016070, GO:0019219, GO:0032991, GO:0043226, GO:0043234, GO:0044238, GO:0044464, GO:0050789, GO:0065007",0.12674673,0.30976359,0.205491701,0.18301686,0.078744971,-0.10427189,-0.12674673,-0.30976359,-0.205491701,-0.18301686,-0.078744971,0.10427189
"2669","AT4G04810","ATMSRB4",NA,"NM_001340514",825818,"3702.AT4G04810.1","GO:0003824, GO:0006464, GO:0006950, GO:0008152, GO:0016491, GO:0019538, GO:0044238, GO:0050896",-0.990165786,-0.115858482,-0.745897054,0.874307304,0.244268732,-0.630038572,0.990165786,0.115858482,0.745897054,-0.874307304,-0.244268732,0.630038572
"2670","AT4G04840","ATMSRB6",NA,"NM_116722",825821,"3702.AT4G04840.1","GO:0003824, GO:0006464, GO:0006950, GO:0008152, GO:0016491, GO:0019538, GO:0044238, GO:0050896",1.360902482,-1.128383619,0.305511894,-2.489286101,-1.055390588,1.433895513,-1.360902482,1.128383619,-0.305511894,2.489286101,1.055390588,-1.433895513
"2671","AT4G04850","ATKEA3","member of Putative potassium transporter family","NM_001203746",825822,"3702.AT4G04850.2","GO:0005215, GO:0006810, GO:0006811, GO:0006812, GO:0022857, GO:0051179",2.589656408,-0.440452389,2.331244117,-3.030108797,-0.258412291,2.771696506,-2.589656408,0.440452389,-2.331244117,3.030108797,0.258412291,-2.771696506
"2672","AT4G04870","CLS","Encodes a protein with cardiolipin synthase activity that is localized to the mitochondiria.","NM_116725",825825,"3702.AT4G04870.1","GO:0005622, GO:0005737, GO:0005739, GO:0006629, GO:0006644, GO:0006796, GO:0008152, GO:0009058, GO:0009987, GO:0043226, GO:0044238, GO:0044464",-0.291481127,-0.319189792,-0.344802084,-0.027708664,-0.053320957,-0.025612293,0.291481127,0.319189792,0.344802084,0.027708664,0.053320957,0.025612293
"2673","AT4G04890","PDF2","Encodes a homeodomain protein that is expressed in the LI layer of the vegetative, floral and inflorescence meristems. Binds to the L1 box promoter element which is required in some proteins for L1 specific expression.","NM_001340517",825828,"3702.AT3G22480.1",NA,3.434469723,-0.319268394,3.389449943,-3.753738117,-0.04501978,3.708718337,-3.434469723,0.319268394,-3.389449943,3.753738117,0.04501978,-3.708718337
"2674","AT4G04960","LecRK-VII.1",NA,"NM_001340522",825837,NA,NA,0.773023835,0.366817577,0.666715226,-0.406206258,-0.106308609,0.299897649,-0.773023835,-0.366817577,-0.666715226,0.406206258,0.106308609,-0.299897649
"2675","AT4G05000","VPS28-1",NA,"NM_001340525",825842,"3702.AT4G21560.1","GO:0005488, GO:0005515, GO:0005622, GO:0005737, GO:0005768, GO:0006508, GO:0006605, GO:0006810, GO:0006886, GO:0008104, GO:0008152, GO:0009056, GO:0009987, GO:0015031, GO:0016020, GO:0016192, GO:0019538, GO:0032991, GO:0043226, GO:0043234, GO:0044238, GO:0044464, GO:0051179",-0.093538516,0.045996535,-0.073707493,0.139535052,0.019831023,-0.119704028,0.093538516,-0.045996535,0.073707493,-0.139535052,-0.019831023,0.119704028
"2676","AT4G05010","AtFBS3",NA,"NM_116740",825843,NA,NA,-1.438805781,-0.445765253,-1.76436703,0.993040529,-0.325561249,-1.318601778,1.438805781,0.445765253,1.76436703,-0.993040529,0.325561249,1.318601778
"2677","AT4G05040",NA,NA,"NM_001036507",825846,NA,"GO:0007154, GO:0007165, GO:0009987, GO:0050789, GO:0050896, GO:0065007, NA",0.128586084,-0.189108015,0.060893816,-0.317694099,-0.067692268,0.250001832,-0.128586084,0.189108015,-0.060893816,0.317694099,0.067692268,-0.250001832
"2678","AT4G05070",NA,NA,"NM_116746",825849,NA,NA,1.73277862,1.26636658,1.75697675,-0.466412041,0.024198129,0.49061017,-1.73277862,-1.26636658,-1.75697675,0.466412041,-0.024198129,-0.49061017
"2679","AT4G05180","PSBQ","Encodes the PsbQ subunit of the oxygen evolving complex of photosystem II.","NM_001340541",825866,"3702.AT4G21280.2",NA,6.402826072,-0.405976145,6.856969238,-6.808802218,0.454143166,7.262945384,-6.402826072,0.405976145,-6.856969238,6.808802218,-0.454143166,-7.262945384
"2680","AT4G05440","EDA35",NA,"NM_001084885",825894,"3702.AT4G05440.1","GO:0005622, GO:0005737, GO:0006412, GO:0006417, GO:0007049, GO:0008152, GO:0009058, GO:0009987, GO:0016043, GO:0019538, GO:0044085, GO:0044238, GO:0044464, GO:0050789, GO:0051726, GO:0065007, GO:0071840",-0.798147334,-0.510728987,-0.537900668,0.287418348,0.260246666,-0.027171682,0.798147334,0.510728987,0.537900668,-0.287418348,-0.260246666,0.027171682
"2681","AT4G05450","ATMFDX1",NA,"NM_001340554",825895,"3702.AT4G05450.1",NA,-0.191093305,-0.556266044,-0.122611058,-0.365172739,0.068482248,0.433654987,0.191093305,0.556266044,0.122611058,0.365172739,-0.068482248,-0.433654987
"2682","AT4G05460",NA,NA,"NM_116785",825896,NA,NA,-0.195285524,0.201747714,0.007415144,0.397033239,0.202700669,-0.19433257,0.195285524,-0.201747714,-0.007415144,-0.397033239,-0.202700669,0.19433257
"2683","AT4G05590",NA,NA,"NM_001036510",825927,NA,NA,-0.44883506,-0.267895232,-0.625915319,0.180939828,-0.177080259,-0.358020087,0.44883506,0.267895232,0.625915319,-0.180939828,0.177080259,0.358020087
"2684","AT4G06598",NA,NA,"NM_001340558",3770020,NA,"",0.381634798,-0.015104265,0.324129569,-0.396739064,-0.05750523,0.339233834,-0.381634798,0.015104265,-0.324129569,0.396739064,0.05750523,-0.339233834
"2685","AT4G06634","AtYY1",NA,"NM_001036512",826093,NA,"GO:0003676, GO:0003677, GO:0003700, GO:0005488, GO:0006139, GO:0006351, GO:0006357, GO:0006366, GO:0008152, GO:0044238, NA",0.215258135,-0.025623486,0.13845942,-0.240881621,-0.076798715,0.164082906,-0.215258135,0.025623486,-0.13845942,0.240881621,0.076798715,-0.164082906
"2686","AT4G06685",NA,NA,NA,NA,NA,"",-5.394720851,0.39117446,-5.702975134,5.785895311,-0.308254283,-6.094149594,5.394720851,-0.39117446,5.702975134,-5.785895311,0.308254283,6.094149594
"2687","AT4G07825",NA,NA,"NM_179010",826264,NA,"",0.477901175,0.085291024,0.679538983,-0.392610152,0.201637808,0.59424796,-0.477901175,-0.085291024,-0.679538983,0.392610152,-0.201637808,-0.59424796
"2688","AT4G07950",NA,NA,"NM_116865",826299,NA,"GO:0003824, GO:0003899, GO:0005622, GO:0006139, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016070, GO:0016740, GO:0016779, GO:0032991, GO:0043234, GO:0044238, GO:0044464",-0.420683082,0.076103242,-0.289432771,0.496786324,0.131250311,-0.365536014,0.420683082,-0.076103242,0.289432771,-0.496786324,-0.131250311,0.365536014
"2689","AT4G07990",NA,NA,"NM_001340569",826304,NA,NA,-0.198491596,-0.111740447,-0.116208296,0.08675115,0.082283301,-0.004467849,0.198491596,0.111740447,0.116208296,-0.08675115,-0.082283301,0.004467849
"2690","AT4G08160",NA,"Encodes a putative glycosyl hydrolase family 10 protein (xylanase).","NM_001036516",826365,NA,NA,-1.468640086,0.062276328,-1.398502421,1.530916414,0.070137665,-1.460778749,1.468640086,-0.062276328,1.398502421,-1.530916414,-0.070137665,1.460778749
"2691","AT4G08170",NA,NA,"NM_001340572",826367,NA,NA,0.255878046,-0.254257561,0.208982243,-0.510135607,-0.046895802,0.463239805,-0.255878046,0.254257561,-0.208982243,0.510135607,0.046895802,-0.463239805
"2692","AT4G08240",NA,NA,"NM_116893",826374,NA,NA,0.044333155,-0.12487814,0.012169642,-0.169211295,-0.032163513,0.137047782,-0.044333155,0.12487814,-0.012169642,0.169211295,0.032163513,-0.137047782
"2693","AT4G08280",NA,NA,"NM_001340579",826382,NA,NA,1.579987369,0.014695774,1.671946044,-1.565291595,0.091958675,1.65725027,-1.579987369,-0.014695774,-1.671946044,1.565291595,-0.091958675,-1.65725027
"2694","AT4G08290","UMAMIT20",NA,"NM_001340581",826383,"3702.AT4G08290.1","GO:0005215, GO:0005886, GO:0006810, GO:0006811, GO:0006820, GO:0006865, GO:0009987, GO:0015171, GO:0016020, GO:0022857, GO:0042592, GO:0044464, GO:0051179, GO:0065007",0.107231674,-0.098695153,0.732107564,-0.205926828,0.624875889,0.830802717,-0.107231674,0.098695153,-0.732107564,0.205926828,-0.624875889,-0.830802717
"2695","AT4G08470","MAPKKK10","Encodes a member of the A1 subgroup of the MEKK (MAPK/ERK kinase kinase) family. MEKK is another name for Mitogen-Activated Protein Kinase Kinase Kinase (MAPKKK or MAP3K).  This subgroup has four members: At4g08500 (MEKK1, also known as ARAKIN, MAP3Kb1, MAPKKK8), At4g08480 (MEKK2, also known as MAP3Kb4, MAPKKK9),  At4g08470 (MEKK3, also known as MAP3Kb3, MAPKKK10) and At4g12020 (MEKK4, also known as MAP3Kb5, MAPKKK11, WRKY19).  Nomenclatures for mitogen-activated protein kinases are described in Trends in Plant Science 2002, 7(7):301.","NM_001340588",826406,"3702.AT4G08470.1","GO:0003824, GO:0004672, GO:0005622, GO:0005737, GO:0006464, GO:0006468, GO:0006796, GO:0006915, GO:0006950, GO:0007049, GO:0007154, GO:0007165, GO:0008152, GO:0008219, GO:0009987, GO:0016265, GO:0016301, GO:0016740, GO:0019220, GO:0019538, GO:0035556, GO:0044238, GO:0044464, GO:0050789, GO:0050790, GO:0050896, GO:0051726, GO:0065007, GO:0065009, GO:0032502",1.030499568,0.548863722,1.236169756,-0.481635847,0.205670188,0.687306035,-1.030499568,-0.548863722,-1.236169756,0.481635847,-0.205670188,-0.687306035
"2696","AT4G08480","MAPKKK9","Encodes a member of the A1 subgroup of the MEKK (MAPK/ERK kinase kinase) family. MEKK is another name for Mitogen-Activated Protein Kinase Kinase Kinase (MAPKKK or MAP3K).  This subgroup has four members: At4g08500 (MEKK1, also known as ARAKIN, MAP3Kb1, MAPKKK8), At4g08480 (MEKK2, also known as MAP3Kb4, MAPKKK9),  At4g08470 (MEKK3, also known as MAP3Kb3, MAPKKK10) and At4g12020 (MEKK4, also known as MAP3Kb5, MAPKKK11, WRKY19).  Nomenclatures for mitogen-activated protein kinases are described in Trends in Plant Science 2002, 7(7):301.","NM_116917",826407,"3702.AT4G08480.1","GO:0003824, GO:0004672, GO:0005622, GO:0005737, GO:0006464, GO:0006468, GO:0006796, GO:0006915, GO:0006950, GO:0007049, GO:0007154, GO:0007165, GO:0008152, GO:0008219, GO:0009987, GO:0016265, GO:0016301, GO:0016740, GO:0019220, GO:0019538, GO:0035556, GO:0044238, GO:0044464, GO:0050789, GO:0050790, GO:0050896, GO:0051726, GO:0065007, GO:0065009, GO:0032502",0.423108239,0.206564442,0.365312637,-0.216543797,-0.057795602,0.158748195,-0.423108239,-0.206564442,-0.365312637,0.216543797,0.057795602,-0.158748195
"2697","AT4G08510",NA,NA,"NM_001340590",826410,NA,NA,-0.062113956,-0.204667243,-0.091688029,-0.142553287,-0.029574074,0.112979213,0.062113956,0.204667243,0.091688029,0.142553287,0.029574074,-0.112979213
"2698","AT4G08540",NA,NA,"NM_116923",826413,NA,NA,0.287552707,-0.007781405,0.420666484,-0.295334112,0.133113776,0.428447889,-0.287552707,0.007781405,-0.420666484,0.295334112,-0.133113776,-0.428447889
"2699","AT4G08590","ORL1",NA,"NM_001084888",826420,"3702.AT4G08590.1","GO:0000228, GO:0005622, GO:0005634, GO:0005694, GO:0006139, GO:0006259, GO:0006325, GO:0006351, GO:0006464, GO:0006807, GO:0006996, GO:0008152, GO:0009058, GO:0009987, GO:0016043, GO:0016070, GO:0019219, GO:0019538, GO:0040029, GO:0043226, GO:0044238, GO:0044464, GO:0050789, GO:0065007, GO:0071840, NA",-1.69089475,-0.391406061,-1.709759079,1.299488689,-0.018864329,-1.318353017,1.69089475,0.391406061,1.709759079,-1.299488689,0.018864329,1.318353017
"2700","AT4G08620","SULTR1;1","Encodes a sulfate transporter. Contains STAS domain. Expressed in roots and guard cells. Up-regulated by sulfur deficiency.","NM_116931",826426,"3702.AT4G08620.1","GO:0005215, GO:0005886, GO:0006810, GO:0006811, GO:0006820, GO:0009987, GO:0016020, GO:0016021, GO:0022857, GO:0044464, GO:0051179",-8.014094295,1.519005278,-7.792316914,9.533099573,0.221777381,-9.311322193,8.014094295,-1.519005278,7.792316914,-9.533099573,-0.221777381,9.311322193
"2701","AT4G08930","APRL6","Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily.  This protein also belongs to the adenosine 5'-phosphosulfate reductase-like (APRL) group.","NM_116962",826471,"3702.AT4G08930.1","GO:0003756, GO:0003824, GO:0005622, GO:0005737, GO:0005783, GO:0006457, GO:0006950, GO:0008152, GO:0009987, GO:0016853, GO:0019538, GO:0043226, GO:0044238, GO:0044464, GO:0050896",0.174399158,-0.109076697,-0.092155208,-0.283475855,-0.266554366,0.016921489,-0.174399158,0.109076697,0.092155208,0.283475855,0.266554366,-0.016921489
